T04_PK,T04_01_Your_Company_Name,T04_02_Your_Street_Address,T02_City_PK,T03_PK,T04_06_Your_Web_Site,T04_07_Your_Switch,T04_08_Your_Fax
{566C9204-080D-4CBC-8FEC26E291234244},GET INTERNATIONAL FZCO,K18 DUBAI AIRPORT FREE ZONE,{A6020916-09C7-45A3-B65BD2B54775AA25},,GET GROUP#http://GET GROUP#,0097142990686,
